id;nome_municipio;populacao
912; 'Baliza';5203104
913; 'Barro Alto';5203203
914; 'Bela Vista de Goiás;5203302
915; 'Bom Jardim de Goiás;5203401
916; 'Bom Jesus de Goiás;5203500
917; 'Bonfinópolis;5203559
918; 'Bonópolis;5203575
919; 'Brazabrantes';5203609
920; 'Britânia;5203807
921; 'Buriti Alegre';5203906
922; 'Buriti de Goiás;5203939
923; 'Buritinópolis;5203962
924; 'Cabeceiras';5204003
925; 'Cachoeira Alta';5204102
926; 'Cachoeira de Goiás;5204201
927; 'Cachoeira Dourada';5204250
928; 'Caçu;5204300
929; 'Caiapônia;5204409
930; 'Caldas Novas';5204508
931; 'Caldazinha';5204557
932; 'Campestre de Goiás;5204607
933; 'Campinaçu;5204656
934; 'Campinorte';5204706
935; 'Campo Alegre de Goiás;5204805
936; 'Campo Limpo de Goiás;5204854
937; 'Campos Belos';5204904
938; 'Campos Verdes';5204953
939; 'Carmo do Rio Verde';5205000
940; 'Castelândia;5205059
941; 'Catalão;5205109
942; 'Caturaí;5205208
943; 'Cavalcante';5205307
944; 'Ceres';5205406
945; 'Cezarina';5205455
946; 'Chapadão do Cé;5205471
947; 'Cidade Ocidental';5205497
948; 'Cocalzinho de Goiás;5205513
949; 'Colinas do Sul';5205521
950; 'Córrego do Ouro;5205703
951; 'Corumbá de Goiá;5205802
952; 'Corumbaíba;5205901
953; 'Cristalina';5206206
954; 'Cristianópolis;5206305
955; 'Crixás;5206404
956; 'Cromínia;5206503
957; 'Cumari';5206602
958; 'Damianópolis;5206701
959; 'Damolândia;5206800
960; 'Davinópolis;5206909
961; 'Diorama';5207105
962; 'Divinópolis de Goiá;5208301
963; 'Doverlândia;5207253
964; 'Edealina';5207352
965; 'Edéia;5207402
966; 'Estrela do Norte';5207501
967; 'Faina';5207535
968; 'Fazenda Nova';5207600
969; 'Firminópolis;5207808
970; 'Flores de Goiás;5207907
971; 'Formosa';5208004
972; 'Formoso';5208103
973; 'Gameleira de Goiás;5208152
974; 'Goianápolis;5208400
975; 'Goiandira';5208509
976; 'Goianésia;5208608
977; 'Goiânia;5208707
978; 'Goianira';5208806
979; 'Goiás;5208905
980; 'Goiatuba';5209101
981; 'Gouvelândia;5209150
982; 'Guapó;5209200
983; 'Guaraíta;5209291
984; 'Guarani de Goiás;5209408
985; 'Guarinos';5209457
986; 'Heitoraí;5209606
987; 'Hidrolândia;5209705
988; 'Hidrolina';5209804
989; 'Iaciara';5209903
990; 'Inaciolândia;5209937
991; 'Indiara';5209952
992; 'Inhumas';5210000
993; 'Ipameri';5210109
994; 'Ipiranga de Goiás;5210158
995; 'Iporá;5210208
996; 'Israelândia;5210307
997; 'Itaberaí;5210406
998; 'Itaguari';5210562
999; 'Itaguaru';5210604
1000; 'Itajá;5210802
1001; 'Itapaci';5210901
1002; 'Itapirapuã;5211008
1003; 'Itapuranga';5211206
1004; 'Itarumã;5211305
1005; 'Itauçu;5211404
1006; 'Itumbiara';5211503
1007; 'Ivolândia;5211602
1008; 'Jandaia';5211701
1009; 'Jaraguá;5211800
1010; 'Jataí;5211909
1011; 'Jaupaci';5212006
1012; 'Jesúpolis;5212055
1013; 'Joviânia;5212105
1014; 'Jussara';5212204
1015; 'Lagoa Santa';5212253
1016; 'Leopoldo de Bulhões;5212303
1017; 'Luziânia;5212501
1018; 'Mairipotaba';5212600
1019; 'Mambaí;5212709
1020; 'Mara Rosa';5212808
1021; 'Marzagão;5212907
1022; 'Matrinchã;5212956
1023; 'Maurilândia;5213004
1024; 'Mimoso de Goiás;5213053
1025; 'Minaçu;5213087
1026; 'Mineiros';5213103
1027; 'Moiporá;5213400
1028; 'Monte Alegre de Goiás;5213509
1029; 'Montes Claros de Goiás;5213707
1030; 'Montividiu';5213756
1031; 'Montividiu do Norte';5213772
1032; 'Morrinhos';5213806
1033; 'Morro Agudo de Goiás;5213855
1034; 'Mossâmedes;5213905
1035; 'Mozarlândia;5214002
1036; 'Mundo Novo';5214051
1037; 'Mutunópolis;5214101
1038; 'Nazário;5214408
1039; 'Nerópolis;5214507
1040; 'Niquelândia;5214606
1041; 'Nova América;5214705
1042; 'Nova Aurora';5214804
1043; 'Nova Crixás;5214838
1044; 'Nova Glória;5214861
1045; 'Nova Iguaçu de Goiá;5214879
1046; 'Nova Roma';5214903
1047; 'Nova Veneza';5215009
1048; 'Novo Brasil';5215207
1049; 'Novo Gama';5215231
1050; 'Novo Planalto';5215256
1051; 'Orizona';5215306
1052; 'Ouro Verde de Goiás;5215405
1053; 'Ouvidor';5215504
1054; 'Padre Bernardo';5215603
1055; 'Palestina de Goiás;5215652
1056; 'Palmeiras de Goiás;5215702
1057; 'Palmelo';5215801
1058; 'Palminópolis;5215900
1059; 'Panamá;5216007
1060; 'Paranaiguara';5216304
1061; 'Paraúna;5216403
1062; 'Perolândia;5216452
1063; 'Petrolina de Goiás;5216809
1064; 'Pilar de Goiás;5216908
1065; 'Piracanjuba';5217104
1066; 'Piranhas';5217203
1067; 'Pirenópolis;5217302
1068; 'Pires do Rio';5217401
1069; 'Planaltina';5217609
1070; 'Pontalina';5217708
1071; 'Porangatu';5218003
1072; 'Porteirão;5218052
1073; 'Portelândia;5218102
1074; 'Posse';5218300
1075; 'Professor Jamil';5218391
1076; 'Quirinópolis;5218508
1077; 'Rialma';5218607
1078; 'Rianápolis;5218706
1079; 'Rio Quente';5218789
1080; 'Rio Verde';5218805
1081; 'Rubiataba';5218904
1082; 'Sanclerlândia;5219001
1083; 'Santa Bárbara de Goiá;5219100
1084; 'Santa Cruz de Goiás;5219209
1085; 'Santa Fé de Goiá;5219258
1086; 'Santa Helena de Goiás;5219308
1087; 'Santa Isabel';5219357
1088; 'Santa Rita do Araguaia';5219407
1089; 'Santa Rita do Novo Destino';5219456
1090; 'Santa Rosa de Goiás;5219506
1091; 'Santa Tereza de Goiás;5219605
1092; 'Santa Terezinha de Goiás;5219704
1093; 'Santo Antônio da Barra;5219712
1094; 'Santo Antônio de Goiá;5219738
1095; 'Santo Antônio do Descoberto;5219753
1096; 'São Domingos;5219803
1097; 'São Francisco de Goiá;5219902
1098; 'São João d`Alian�;5220009
1099; 'São João da Paraú;5220058
1100; 'São Luís de Montes Belo;5220108
1101; 'São Luíz do Nort;5220157
1102; 'São Miguel do Araguaia;5220207
1103; 'São Miguel do Passa Quatro;5220264
1104; 'São Patríci;5220280
1105; 'São Simã;5220405
1106; 'Senador Canedo';5220454
1107; 'Serranópolis;5220504
1108; 'Silvânia;5220603
1109; 'Simolândia;5220686
1110; 'Sítio d`Abadia;5220702
1111; 'Taquaral de Goiás;5221007
1112; 'Teresina de Goiás;5221080
1113; 'Terezópolis de Goiá;5221197
1114; 'Três Ranchos;5221304
1115; 'Trindade';5221403
1116; 'Trombas';5221452
1117; 'Turvânia;5221502
1118; 'Turvelândia;5221551
1119; 'Uirapuru';5221577
1120; 'Uruaçu;5221601
1121; 'Uruana';5221700
1122; 'Urutaí;5221809
1123; 'Valparaíso de Goiá;5221858
1124; 'Varjão;5221908
1125; 'Vianópolis;5222005
1126; 'Vicentinópolis;5222054
1127; 'Vila Boa';5222203
1128; 'Vila Propício;5222302
1129; 'Açailândi;2100055
1130; 'Afonso Cunha';2100105
1131; 'Água Doce do Maranhã;2100154
1132; 'Alcântara;2100204
1133; 'Aldeias Altas';2100303
1134; 'Altamira do Maranhão;2100402
1135; 'Alto Alegre do Maranhão;2100436
1136; 'Alto Alegre do Pindaré;2100477
1137; 'Alto Parnaíba;2100501
1138; 'Amapá do Maranhã;2100550
1139; 'Amarante do Maranhão;2100600
1140; 'Anajatuba';2100709
1141; 'Anapurus';2100808
1142; 'Apicum-Açu;2100832
1143; 'Araguanã;2100873
1144; 'Araioses';2100907
1145; 'Arame';2100956
1146; 'Arari';2101004
1147; 'Axixá;2101103
1148; 'Bacabal';2101202
1149; 'Bacabeira';2101251
1150; 'Bacuri';2101301
1151; 'Bacurituba';2101350
1152; 'Balsas';2101400
1153; 'Barão de Graja�;2101509
1154; 'Barra do Corda';2101608
1155; 'Barreirinhas';2101707
1156; 'Bela Vista do Maranhão;2101772
1157; 'Belágua;2101731
1158; 'Benedito Leite';2101806
1159; 'Bequimão;2101905
1160; 'Bernardo do Mearim';2101939
1161; 'Boa Vista do Gurupi';2101970
1162; 'Bom Jardim';2102002
1163; 'Bom Jesus das Selvas';2102036
1164; 'Bom Lugar';2102077
1165; 'Brejo';2102101
1166; 'Brejo de Areia';2102150
1167; 'Buriti';2102200
1168; 'Buriti Bravo';2102309
1169; 'Buriticupu';2102325
1170; 'Buritirana';2102358
1171; 'Cachoeira Grande';2102374
1172; 'Cajapió;2102408
1173; 'Cajari';2102507
1174; 'Campestre do Maranhão;2102556
1175; 'Cândido Mendes;2102606
1176; 'Cantanhede';2102705
1177; 'Capinzal do Norte';2102754
1178; 'Carolina';2102804
1179; 'Carutapera';2102903
1180; 'Caxias';2103000
1181; 'Cedral';2103109
1182; 'Central do Maranhão;2103125
1183; 'Centro do Guilherme';2103158
1184; 'Centro Novo do Maranhão;2103174
1185; 'Chapadinha';2103208
1186; 'Cidelândia;2103257
1187; 'Codó;2103307
1188; 'Coelho Neto';2103406
1189; 'Colinas';2103505
1190; 'Conceição do Lago-A�;2103554
1191; 'Coroatá;2103604
1192; 'Cururupu';2103703
1193; 'Davinópolis;2103752
1194; 'Dom Pedro';2103802
1195; 'Duque Bacelar';2103901
1196; 'Esperantinópolis;2104008
1197; 'Estreito';2104057
1198; 'Feira Nova do Maranhão;2104073
1199; 'Fernando Falcão;2104081
1200; 'Formosa da Serra Negra';2104099
1201; 'Fortaleza dos Nogueiras';2104107
1202; 'Fortuna';2104206
1203; 'Godofredo Viana';2104305
1204; 'Gonçalves Dias;2104404
1205; 'Governador Archer';2104503
1206; 'Governador Edison Lobão;2104552
1207; 'Governador Eugênio Barros;2104602
1208; 'Governador Luiz Rocha';2104628
1209; 'Governador Newton Bello';2104651
1210; 'Governador Nunes Freire';2104677
1211; 'Graça Aranha;2104701
1212; 'Grajaú;2104800
1213; 'Guimarães;2104909
1214; 'Humberto de Campos';2105005
1215; 'Icatu';2105104
1216; 'Igarapé do Meio;2105153
1217; 'Igarapé Grande;2105203
1218; 'Imperatriz';2105302
1219; 'Itaipava do Grajaú;2105351
1220; 'Itapecuru Mirim';2105401
1221; 'Itinga do Maranhão;2105427
1222; 'Jatobá;2105450
1223; 'Jenipapo dos Vieiras';2105476
1224; 'João Lisboa;2105500
1225; 'Joselândia;2105609
1226; 'Junco do Maranhão;2105658
1227; 'Lago da Pedra';2105708
1228; 'Lago do Junco';2105807
1229; 'Lago dos Rodrigues';2105948
1230; 'Lago Verde';2105906
1231; 'Lagoa do Mato';2105922
1232; 'Lagoa Grande do Maranhão;2105963
1233; 'Lajeado Novo';2105989
1234; 'Lima Campos';2106003
1235; 'Loreto';2106102
1236; 'Luís Domingues;2106201
1237; 'Magalhães de Almeida;2106300
1238; 'Maracaçum�;2106326
1239; 'Marajá do Sena;2106359
1240; 'Maranhãozinho;2106375
1241; 'Mata Roma';2106409
1242; 'Matinha';2106508
1243; 'Matões;2106607
1244; 'Matões do Norte;2106631
1245; 'Milagres do Maranhão;2106672
1246; 'Mirador';2106706
1247; 'Miranda do Norte';2106755
1248; 'Mirinzal';2106805
1249; 'Monçã;2106904
1250; 'Montes Altos';2107001
1251; 'Morros';2107100
1252; 'Nina Rodrigues';2107209
1253; 'Nova Colinas';2107258
1254; 'Nova Iorque';2107308
1255; 'Nova Olinda do Maranhão;2107357
1256; 'Olho d`Água das Cunhã;2107407
1257; 'Olinda Nova do Maranhão;2107456
1258; 'Paço do Lumiar;2107506
1259; 'Palmeirândia;2107605
1260; 'Paraibano';2107704
1261; 'Parnarama';2107803
1262; 'Passagem Franca';2107902
1263; 'Pastos Bons';2108009
1264; 'Paulino Neves';2108058
1265; 'Paulo Ramos';2108108
1266; 'Pedreiras';2108207
1267; 'Pedro do Rosário;2108256
1268; 'Penalva';2108306
1269; 'Peri Mirim';2108405
1270; 'Peritoró;2108454
1271; 'Pindaré-Mirim;2108504
1272; 'Pinheiro';2108603
1273; 'Pio XII';2108702
1274; 'Pirapemas';2108801
1275; 'Poção de Pedra;2108900
1276; 'Porto Franco';2109007
1277; 'Porto Rico do Maranhão;2109056
1278; 'Presidente Dutra';2109106
1279; 'Presidente Juscelino';2109205
1280; 'Presidente Médici;2109239
1281; 'Presidente Sarney';2109270
1282; 'Presidente Vargas';2109304
1283; 'Primeira Cruz';2109403
1284; 'Raposa';2109452
1285; 'Riachão;2109502
1286; 'Ribamar Fiquene';2109551
1287; 'Rosário;2109601
1288; 'Sambaíba;2109700
1289; 'Santa Filomena do Maranhão;2109759
1290; 'Santa Helena';2109809
1291; 'Santa Inês;2109908
1292; 'Santa Luzia';2110005
1293; 'Santa Luzia do Paruá;2110039
1294; 'Santa Quitéria do Maranhã;2110104
1295; 'Santa Rita';2110203
1296; 'Santana do Maranhão;2110237
1297; 'Santo Amaro do Maranhão;2110278
1298; 'Santo Antônio dos Lopes;2110302
1299; 'São Benedito do Rio Preto;2110401
1300; 'São Bento;2110500
1301; 'São Bernardo;2110609
1302; 'São Domingos do Azeitã;2110658
1303; 'São Domingos do Maranhã;2110708
1304; 'São Félix de Balsa;2110807
1305; 'São Francisco do Brejã;2110856
1306; 'São Francisco do Maranhã;2110906
1307; 'São João Batist;2111003
1308; 'São João do Car;2111029
1309; 'São João do Paraí;2111052
1310; 'São João do Sote;2111078
1311; 'São João dos Pato;2111102
1312; 'São José de Ribama;2111201
1313; 'São José dos Basíli;2111250
1314; 'São Luí;2111300
1315; 'São Luís Gonzaga do Maranh�;2111409
1316; 'São Mateus do Maranhã;2111508
1317; 'São Pedro da Água Branc;2111532
1318; 'São Pedro dos Crentes;2111573
1319; 'São Raimundo das Mangabeiras;2111607
1320; 'São Raimundo do Doca Bezerra;2111631
1321; 'São Roberto;2111672
1322; 'São Vicente Ferrer;2111706
1323; 'Satubinha';2111722
1324; 'Senador Alexandre Costa';2111748
1325; 'Senador La Rocque';2111763
1326; 'Serrano do Maranhão;2111789
1327; 'Sítio Novo;2111805
1328; 'Sucupira do Norte';2111904
1329; 'Sucupira do Riachão;2111953
1330; 'Tasso Fragoso';2112001
1331; 'Timbiras';2112100
1332; 'Timon';2112209
1333; 'Trizidela do Vale';2112233
1334; 'Tufilândia;2112274
1335; 'Tuntum';2112308
1336; 'Turiaçu;2112407
1337; 'Turilândia;2112456
1338; 'Tutóia;2112506
1339; 'Urbano Santos';2112605
1340; 'Vargem Grande';2112704
1341; 'Viana';2112803
1342; 'Vila Nova dos Martírios;2112852
1343; 'Vitória do Mearim;2112902
1344; 'Vitorino Freire';2113009
1345; 'Zé Doca;2114007
1346; 'Acorizal';5100102
1347; 'Água Boa;5100201
1348; 'Alta Floresta';5100250
1349; 'Alto Araguaia';5100300
1350; 'Alto Boa Vista';5100359
1351; 'Alto Garças;5100409
1352; 'Alto Paraguai';5100508
1353; 'Alto Taquari';5100607
1354; 'Apiacás;5100805
1355; 'Araguaiana';5101001
1356; 'Araguainha';5101209
1357; 'Araputanga';5101258
1358; 'Arenápolis;5101308
1359; 'Aripuanã;5101407
1360; 'Barão de Melgaç;5101605
1361; 'Barra do Bugres';5101704
1362; 'Barra do Garças;5101803
1363; 'Bom Jesus do Araguaia';5101852
1364; 'Brasnorte';5101902
1365; 'Cáceres;5102504
1366; 'Campinápolis;5102603
1367; 'Campo Novo do Parecis';5102637
1368; 'Campo Verde';5102678
1369; 'Campos de Júlio;5102686
1370; 'Canabrava do Norte';5102694
1371; 'Canarana';5102702
1372; 'Carlinda';5102793
1373; 'Castanheira';5102850
1374; 'Chapada dos Guimarães;5103007
1375; 'Cláudia;5103056
1376; 'Cocalinho';5103106
1377; 'Colíder;5103205
1378; 'Colniza';5103254
1379; 'Comodoro';5103304
1380; 'Confresa';5103353
1381; 'Conquista d`Oeste';5103361
1382; 'Cotriguaçu;5103379
1383; 'Cuiabá;5103403
1384; 'Curvelândia;5103437
1386; 'Denise';5103452
1387; 'Diamantino';5103502
1388; 'Dom Aquino';5103601
1389; 'Feliz Natal';5103700
1390; 'Figueirópolis d`Oeste;5103809
1391; 'Gaúcha do Norte;5103858
1392; 'General Carneiro';5103908
1393; 'Glória d`Oeste;5103957
1394; 'Guarantã do Norte;5104104
1395; 'Guiratinga';5104203
1396; 'Indiavaí;5104500
1397; 'Ipiranga do Norte';5104526
1398; 'Itanhangá;5104542
1399; 'Itaúba;5104559
1400; 'Itiquira';5104609
1401; 'Jaciara';5104807
1402; 'Jangada';5104906
1403; 'Jauru';5105002
1404; 'Juara';5105101
1405; 'Juína;5105150
1406; 'Juruena';5105176
1407; 'Juscimeira';5105200
1408; 'Lambari d`Oeste';5105234
1409; 'Lucas do Rio Verde';5105259
1410; 'Luciára;5105309
1411; 'Marcelândia;5105580
1412; 'Matupá;5105606
1413; 'Mirassol d`Oeste';5105622
1414; 'Nobres';5105903
1415; 'Nortelândia;5106000
1416; 'Nossa Senhora do Livramento';5106109
1417; 'Nova Bandeirantes';5106158
1418; 'Nova Brasilândia;5106208
1419; 'Nova Canaã do Norte;5106216
1420; 'Nova Guarita';5108808
1421; 'Nova Lacerda';5106182
1422; 'Nova Marilândia;5108857
1423; 'Nova Maringá;5108907
1424; 'Nova Monte verde';5108956
1425; 'Nova Mutum';5106224
1426; 'Nova Olímpia;5106232
1427; 'Nova Santa Helena';5106190
1428; 'Nova Ubiratã;5106240
1429; 'Nova Xavantina';5106257
1430; 'Novo Horizonte do Norte';5106273
1431; 'Novo Mundo';5106265
1432; 'Novo Santo Antônio;5106315
1433; 'Novo São Joaquim;5106281
1434; 'Paranaíta;5106299
1435; 'Paranatinga';5106307
1436; 'Pedra Preta';5106372
1437; 'Peixoto de Azevedo';5106422
1438; 'Planalto da Serra';5106455
1439; 'Poconé;5106505
1440; 'Pontal do Araguaia';5106653
1441; 'Ponte Branca';5106703
1442; 'Pontes e Lacerda';5106752
1443; 'Porto Alegre do Norte';5106778
1444; 'Porto dos Gaúchos;5106802
1445; 'Porto Esperidião;5106828
1446; 'Porto Estrela';5106851
1447; 'Poxoréo;5107008
1448; 'Primavera do Leste';5107040
1449; 'Querência;5107065
1450; 'Reserva do Cabaçal;5107156
1451; 'Ribeirão Cascalheira;5107180
1452; 'Ribeirãozinho;5107198
1453; 'Rio Branco';5107206
1454; 'Rondolândia;5107578
1455; 'Rondonópolis;5107602
1456; 'Rosário Oeste;5107701
1457; 'Salto do Céu;5107750
1458; 'Santa Carmem';5107248
1459; 'Santa Cruz do Xingu';5107743
1460; 'Santa Rita do Trivelato';5107768
1461; 'Santa Terezinha';5107776
1462; 'Santo Afonso';5107263
1463; 'Santo Antônio do Leste;5107792
1464; 'Santo Antônio do Leverger;5107800
1465; 'São Félix do Araguai;5107859
1466; 'São José do Pov;5107297
1467; 'São José do Rio Clar;5107305
1468; 'São José do Xing;5107354
1469; 'São José dos Quatro Marco;5107107
1470; 'São Pedro da Cipa;5107404
1471; 'Sapezal';5107875
1472; 'Serra Nova Dourada';5107883
1473; 'Sinop';5107909
1474; 'Sorriso';5107925
1475; 'Tabaporã;5107941
1476; 'Tangará da Serra;5107958
1477; 'Tapurah';5108006
1478; 'Terra Nova do Norte';5108055
1479; 'Tesouro';5108105
1480; 'Torixoréu;5108204
1481; 'União do Sul;5108303
1482; 'Vale de São Domingos;5108352
1483; 'Várzea Grande;5108402
1484; 'Vera';5108501
1485; 'Vila Bela da Santíssima Trindade;5105507
1486; 'Vila Rica';5108600
1487; 'Água Clara;5000203
1488; 'Alcinópolis;5000252
1489; 'Amambaí;5000609
1490; 'Anastácio;5000708
1491; 'Anaurilândia;5000807
1492; 'Angélica;5000856
1493; 'Antônio Joã;5000906
1494; 'Aparecida do Taboado';5001003
1495; 'Aquidauana';5001102
1496; 'Aral Moreira';5001243
1497; 'Bandeirantes';5001508
1498; 'Bataguassu';5001904
1500; 'Bela Vista';5002100
1501; 'Bodoquena';5002159
1502; 'Bonito';5002209
1503; 'Brasilândia;5002308
1504; 'Caarapó;5002407
1505; 'Camapuã;5002605
1506; 'Campo Grande';5002704
1507; 'Caracol';5002803
1508; 'Cassilândia;5002902
1509; 'Chapadão do Sul;5002951
1510; 'Corguinho';5003108
1511; 'Coronel Sapucaia';5003157
1512; 'Corumbá;5003207
1513; 'Costa Rica';5003256
1514; 'Coxim';5003306
1515; 'Deodápolis;5003454
1516; 'Dois Irmãos do Buriti;5003488
1517; 'Douradina';5003504
1518; 'Dourados';5003702
1519; 'Eldorado';" 5003751;"
INSERT INTO `cidade` `id`; `nome`; `ibge` VALUES
1520; 'Fátima do Sul;5003801
1521; 'Figueirão;5003900
1522; 'Glória de Dourados;5004007
1523; 'Guia Lopes da Laguna';5004106
1524; 'Iguatemi';5004304
1525; 'Inocência;5004403
1526; 'Itaporã;5004502
1527; 'Itaquiraí;5004601
1528; 'Ivinhema';5004700
1529; 'Japorã;5004809
1530; 'Jaraguari';5004908
1531; 'Jardim';5005004
1532; 'Jateí;5005103
1533; 'Juti';5005152
1534; 'Ladário;5005202
1535; 'Laguna Carapã;5005251
1536; 'Maracaju';5005400
1537; 'Miranda';5005608
1538; 'Mundo Novo';5005681
1539; 'Naviraí;5005707
1540; 'Nioaque';5005806
1541; 'Nova Alvorada do Sul';5006002
1542; 'Nova Andradina';5006200
1543; 'Novo Horizonte do Sul';5006259
1544; 'Paranaíba;5006309
1545; 'Paranhos';5006358
1546; 'Pedro Gomes';5006408
1547; 'Ponta Porã;5006606
1548; 'Porto Murtinho';5006903
1549; 'Ribas do Rio Pardo';5007109
1550; 'Rio Brilhante';5007208
1551; 'Rio Negro';5007307
1552; 'Rio Verde de Mato Grosso';5007406
1553; 'Rochedo';5007505
1554; 'Santa Rita do Pardo';5007554
1555; 'São Gabriel do Oeste;5007695
1556; 'Selvíria;5007802
1557; 'Sete Quedas';5007703
1558; 'Sidrolândia;5007901
1559; 'Sonora';5007935
1560; 'Tacuru';5007950
1561; 'Taquarussu';5007976
1562; 'Terenos';5008008
1563; 'Três Lagoas;5008305
1564; 'Vicentina';5008404
1565; 'Abadia dos Dourados';3100104
1566; 'Abaeté;3100203
1567; 'Abre Campo';3100302
1568; 'Acaiaca';3100401
1569; 'Açucena;3100500
1570; 'Água Boa;3100609
1571; 'Água Comprida;3100708
1572; 'Aguanil';3100807
1573; 'Águas Formosas;3100906
1574; 'Águas Vermelhas;3101003
1575; 'Aimorés;3101102
1576; 'Aiuruoca';3101201
1577; 'Alagoa';3101300
1578; 'Albertina';3101409
1579; 'Além Paraíb;3101508
1580; 'Alfenas';3101607
1581; 'Alfredo Vasconcelos';3101631
1582; 'Almenara';3101706
1583; 'Alpercata';3101805
1584; 'Alpinópolis;3101904
1585; 'Alterosa';3102001
1586; 'Alto Caparaó;3102050
1587; 'Alto Jequitibá;3153509
1588; 'Alto Rio Doce';3102100
1589; 'Alvarenga';3102209
1590; 'Alvinópolis;3102308
1591; 'Alvorada de Minas';3102407
1592; 'Amparo do Serra';3102506
1593; 'Andradas';3102605
1594; 'Andrelândia;3102803
1595; 'Angelândia;3102852
1596; 'Antônio Carlos;3102902
1597; 'Antônio Dias;3103009
1598; 'Antônio Prado de Minas;3103108
1599; 'Araça�;3103207
1600; 'Aracitaba';3103306
1601; 'Araçua�;3103405
1602; 'Araguari';3103504
1603; 'Arantina';3103603
1604; 'Araponga';3103702
1605; 'Araporã;3103751
1606; 'Arapuá;3103801
1607; 'Araújos;3103900
1608; 'Araxá;3104007
1609; 'Arceburgo';3104106
1610; 'Arcos';3104205
1611; 'Areado';3104304
1612; 'Argirita';3104403
1613; 'Aricanduva';3104452
1614; 'Arinos';3104502
1615; 'Astolfo Dutra';3104601
1616; 'Ataléia;3104700
1617; 'Augusto de Lima';3104809
1618; 'Baependi';3104908
1619; 'Baldim';3105004
1620; 'Bambuí;3105103
1621; 'Bandeira';3105202
1622; 'Bandeira do Sul';3105301
1623; 'Barão de Cocais;3105400
1624; 'Barão de Monte Alto;3105509
1625; 'Barbacena';3105608
1626; 'Barra Longa';3105707
1627; 'Barroso';3105905
1628; 'Bela Vista de Minas';3106002
1629; 'Belmiro Braga';3106101
1630; 'Belo Horizonte';3106200
1631; 'Belo Oriente';3106309
1632; 'Belo Vale';3106408
1633; 'Berilo';3106507
1634; 'Berizal';3106655
1635; 'Bertópolis;3106606
1636; 'Betim';3106705
1637; 'Bias Fortes';3106804
1638; 'Bicas';3106903
1639; 'Biquinhas';3107000
1640; 'Boa Esperança;3107109
1641; 'Bocaina de Minas';3107208
1642; 'Bocaiúva;3107307
1643; 'Bom Despacho';3107406
1644; 'Bom Jardim de Minas';3107505
1645; 'Bom Jesus da Penha';3107604
1646; 'Bom Jesus do Amparo';3107703
1647; 'Bom Jesus do Galho';3107802
1648; 'Bom Repouso';3107901
1649; 'Bom Sucesso';3108008
1650; 'Bonfim';3108107
1651; 'Bonfinópolis de Minas;3108206
1652; 'Bonito de Minas';3108255
1653; 'Borda da Mata';3108305
1654; 'Botelhos';3108404
1655; 'Botumirim';3108503
1656; 'Brás Pires;3108701
1657; 'Brasilândia de Minas;3108552
1658; 'Brasília de Minas;3108602
1659; 'Brasópolis;3108909
1660; 'Braúnas;3108800
1661; 'Brumadinho';3109006
1662; 'Bueno Brandão;3109105
1663; 'Buenópolis;3109204
1664; 'Bugre';3109253
1665; 'Buritis';3109303
1666; 'Buritizeiro';3109402
1667; 'Cabeceira Grande';3109451
1668; 'Cabo Verde';3109501
1669; 'Cachoeira da Prata';3109600
1670; 'Cachoeira de Minas';3109709
1671; 'Cachoeira de Pajeú;3102704
1672; 'Cachoeira Dourada';3109808
1673; 'Caetanópolis;3109907
1674; 'Caeté;3110004
1675; 'Caiana';3110103
1676; 'Cajuri';3110202
1677; 'Caldas';3110301
1678; 'Camacho';3110400
1679; 'Camanducaia';3110509
1680; 'Cambuí;3110608
1681; 'Cambuquira';3110707
1682; 'Campanário;3110806
1683; 'Campanha';3110905
1684; 'Campestre';3111002
1685; 'Campina Verde';3111101
1686; 'Campo Azul';3111150
1687; 'Campo Belo';3111200
1688; 'Campo do Meio';3111309
1689; 'Campo Florido';3111408
1690; 'Campos Altos';3111507
1691; 'Campos Gerais';3111606
1692; 'Cana Verde';3111903
1693; 'Canaã;3111705
1694; 'Canápolis;3111804
1695; 'Candeias';3112000
1696; 'Cantagalo';3112059
1697; 'Caparaó;3112109
1698; 'Capela Nova';3112208
1699; 'Capelinha';3112307
1700; 'Capetinga';3112406
1701; 'Capim Branco';3112505
1702; 'Capinópolis;3112604
1703; 'Capitão Andrade;3112653
1704; 'Capitão Enéa;3112703
1705; 'Capitólio;3112802
1706; 'Caputira';3112901
1707; 'Caraí;3113008
1708; 'Caranaíba;3113107
1709; 'Carandaí;3113206
1710; 'Carangola';3113305
1711; 'Caratinga';3113404
1712; 'Carbonita';3113503
1713; 'Careaçu;3113602
1714; 'Carlos Chagas';3113701
1715; 'Carmésia;3113800
1716; 'Carmo da Cachoeira';3113909
1717; 'Carmo da Mata';3114006
1718; 'Carmo de Minas';3114105
1719; 'Carmo do Cajuru';3114204
1720; 'Carmo do Paranaíba;3114303
1721; 'Carmo do Rio Claro';3114402
1722; 'Carmópolis de Minas;3114501
1723; 'Carneirinho';3114550
1724; 'Carrancas';3114600
1725; 'Carvalhópolis;3114709
1726; 'Carvalhos';3114808
1727; 'Casa Grande';3114907
1728; 'Cascalho Rico';3115003
1729; 'Cássia;3115102
1730; 'Cataguases';3115300
1731; 'Catas Altas';3115359
1732; 'Catas Altas da Noruega';3115409
1733; 'Catuji';3115458
1734; 'Catuti';3115474
1735; 'Caxambu';3115508
1736; 'Cedro do Abaeté;3115607
1737; 'Central de Minas';3115706
