id;nome_municipio;populacao
1738; 'Centralina';3115805
1739; 'Chácara;3115904
1740; 'Chalé;3116001
1741; 'Chapada do Norte';3116100
1742; 'Chapada Gaúcha;3116159
1743; 'Chiador';3116209
1744; 'Cipotânea;3116308
1745; 'Claraval';3116407
1746; 'Claro dos Poçõe;3116506
1747; 'Cláudio;3116605
1748; 'Coimbra';3116704
1749; 'Coluna';3116803
1750; 'Comendador Gomes';3116902
1751; 'Comercinho';3117009
1752; 'Conceição da Aparecid;3117108
1753; 'Conceição da Barra de Mina;3115201
1754; 'Conceição das Alagoa;3117306
1755; 'Conceição das Pedra;3117207
1756; 'Conceição de Ipanem;3117405
1757; 'Conceição do Mato Dentr;3117504
1758; 'Conceição do Par;3117603
1759; 'Conceição do Rio Verd;3117702
1760; 'Conceição dos Ouro;3117801
1761; 'Cônego Marinho;3117836
1762; 'Confins';3117876
1763; 'Congonhal';3117900
1764; 'Congonhas';3118007
1765; 'Congonhas do Norte';3118106
1766; 'Conquista';3118205
1767; 'Conselheiro Lafaiete';3118304
1768; 'Conselheiro Pena';3118403
1769; 'Consolaçã;3118502
1770; 'Contagem';3118601
1771; 'Coqueiral';3118700
1772; 'Coração de Jesu;3118809
1773; 'Cordisburgo';3118908
1774; 'Cordislândia;3119005
1775; 'Corinto';3119104
1776; 'Coroaci';3119203
1777; 'Coromandel';3119302
1778; 'Coronel Fabriciano';3119401
1779; 'Coronel Murta';3119500
1780; 'Coronel Pacheco';3119609
1781; 'Coronel Xavier Chaves';3119708
1782; 'Córrego Danta;3119807
1783; 'Córrego do Bom Jesus;3119906
1784; 'Córrego Fundo;3119955
1785; 'Córrego Novo;3120003
1786; 'Couto de Magalhães de Minas;3120102
1787; 'Crisólita;3120151
1788; 'Cristais';3120201
1789; 'Cristália;3120300
1790; 'Cristiano Otoni';3120409
1791; 'Cristina';3120508
1792; 'Crucilândia;3120607
1793; 'Cruzeiro da Fortaleza';3120706
1794; 'Cruzília;3120805
1795; 'Cuparaque';3120839
1796; 'Curral de Dentro';3120870
1797; 'Curvelo';3120904
1798; 'Datas';3121001
1799; 'Delfim Moreira';3121100
1800; 'Delfinópolis;3121209
1801; 'Delta';3121258
1802; 'Descoberto';3121308
1803; 'Desterro de Entre Rios';3121407
1804; 'Desterro do Melo';3121506
1805; 'Diamantina';3121605
1806; 'Diogo de Vasconcelos';3121704
1807; 'Dionísio;3121803
1808; 'Divinésia;3121902
1809; 'Divino';3122009
1810; 'Divino das Laranjeiras';3122108
1811; 'Divinolândia de Minas;3122207
1812; 'Divinópolis;3122306
1813; 'Divisa Alegre';3122355
1814; 'Divisa Nova';3122405
1815; 'Divisópolis;3122454
1816; 'Dom Bosco';3122470
1817; 'Dom Cavati';3122504
1818; 'Dom Joaquim';3122603
1819; 'Dom Silvério;3122702
1820; 'Dom Viçoso;3122801
1821; 'Dona Eusébia;3122900
1822; 'Dores de Campos';3123007
1823; 'Dores de Guanhães;3123106
1824; 'Dores do Indaiá;3123205
1825; 'Dores do Turvo';3123304
1826; 'Doresópolis;3123403
1827; 'Douradoquara';3123502
1828; 'Durandé;3123528
1829; 'Elói Mendes;3123601
1830; 'Engenheiro Caldas';3123700
1831; 'Engenheiro Navarro';3123809
1832; 'Entre Folhas';3123858
1833; 'Entre Rios de Minas';3123908
1834; 'Ervália;3124005
1835; 'Esmeraldas';3124104
1836; 'Espera Feliz';3124203
1837; 'Espinosa';3124302
1838; 'Espírito Santo do Dourado;3124401
1839; 'Estiva';3124500
1840; 'Estrela Dalva';3124609
1841; 'Estrela do Indaiá;3124708
1842; 'Estrela do Sul';3124807
1843; 'Eugenópolis;3124906
1844; 'Ewbank da Câmara;3125002
1845; 'Extrema';3125101
1846; 'Fama';3125200
1847; 'Faria Lemos';3125309
1848; 'Felício dos Santos;3125408
1849; 'Felisburgo';3125606
1850; 'Felixlândia;3125705
1851; 'Fernandes Tourinho';3125804
1852; 'Ferros';3125903
1853; 'Fervedouro';3125952
1854; 'Florestal';3126000
1855; 'Formiga';3126109
1856; 'Formoso';3126208
1857; 'Fortaleza de Minas';3126307
1858; 'Fortuna de Minas';3126406
1859; 'Francisco Badaró;3126505
1860; 'Francisco Dumont';3126604
1861; 'Francisco Sá;3126703
1862; 'Franciscópolis;3126752
1863; 'Frei Gaspar';3126802
1864; 'Frei Inocêncio;3126901
1865; 'Frei Lagonegro';3126950
1866; 'Fronteira';3127008
1867; 'Fronteira dos Vales';3127057
1868; 'Fruta de Leite';3127073
1869; 'Frutal';3127107
1870; 'Funilândia;3127206
1871; 'Galiléia;3127305
1872; 'Gameleiras';3127339
1873; 'Glaucilândia;3127354
1874; 'Goiabeira';3127370
1875; 'Goianá;3127388
1876; 'Gonçalves;3127404
1877; 'Gonzaga';3127503
1878; 'Gouveia';3127602
1879; 'Governador Valadares';3127701
1880; 'Grão Mogol;3127800
1881; 'Grupiara';3127909
1882; 'Guanhães;3128006
1883; 'Guapé;3128105
1884; 'Guaraciaba';3128204
1885; 'Guaraciama';3128253
1886; 'Guaranésia;3128303
1887; 'Guarani';3128402
1888; 'Guarará;3128501
1889; 'Guarda-Mor';3128600
1890; 'Guaxupé;3128709
1891; 'Guidoval';3128808
1892; 'Guimarânia;3128907
1893; 'Guiricema';3129004
1894; 'Gurinhatã;3129103
1895; 'Heliodora';3129202
1896; 'Iapu';3129301
1897; 'Ibertioga';3129400
1898; 'Ibiá;3129509
1899; 'Ibiaí;3129608
1900; 'Ibiracatu';3129657
1901; 'Ibiraci';3129707
1902; 'Ibirité;3129806
1903; 'Ibitiúra de Minas;3129905
1904; 'Ibituruna';3130002
1905; 'Icaraí de Minas;3130051
1906; 'Igarapé;3130101
1907; 'Igaratinga';3130200
1908; 'Iguatama';3130309
1909; 'Ijaci';3130408
1910; 'Ilicínea;3130507
1911; 'Imbé de Minas;3130556
1912; 'Inconfidentes';3130606
1913; 'Indaiabira';3130655
1914; 'Indianópolis;3130705
1915; 'Ingaí;3130804
1916; 'Inhapim';3130903
1917; 'Inhaúma;3131000
1918; 'Inimutaba';3131109
1919; 'Ipaba';3131158
1920; 'Ipanema';3131208
1921; 'Ipatinga';3131307
1922; 'Ipiaçu;3131406
1923; 'Ipuiúna;3131505
1924; 'Iraí de Minas;3131604
1925; 'Itabira';3131703
1927; 'Itabirito';3131901
1928; 'Itacambira';3132008
1929; 'Itacarambi';3132107
1930; 'Itaguara';3132206
1931; 'Itaipé;3132305
1932; 'Itajubá;3132404
1933; 'Itamarandiba';3132503
1934; 'Itamarati de Minas';3132602
1935; 'Itambacuri';3132701
1936; 'Itambé do Mato Dentro;3132800
1937; 'Itamogi';3132909
1938; 'Itamonte';3133006
1939; 'Itanhandu';3133105
1940; 'Itanhomi';3133204
1941; 'Itaobim';3133303
1942; 'Itapagipe';3133402
1943; 'Itapecerica';3133501
1944; 'Itapeva';3133600
1945; 'Itatiaiuçu;3133709
1946; 'Itaú de Minas;3133758
1947; 'Itaúna;3133808
1948; 'Itaverava';3133907
1949; 'Itinga';3134004
1950; 'Itueta';3134103
1951; 'Ituiutaba';3134202
1952; 'Itumirim';3134301
1953; 'Iturama';3134400
1954; 'Itutinga';3134509
1955; 'Jaboticatubas';3134608
1956; 'Jacinto';3134707
1957; 'Jacuí;3134806
1958; 'Jacutinga';3134905
1959; 'Jaguaraçu;3135001
1960; 'Jaíba;3135050
1961; 'Jampruca';3135076
1962; 'Janaúba;3135100
1963; 'Januária;3135209
1964; 'Japaraíba;3135308
1965; 'Japonvar';3135357
1966; 'Jeceaba';3135407
1967; 'Jenipapo de Minas';3135456
1968; 'Jequeri';3135506
1969; 'Jequitaí;3135605
1970; 'Jequitibá;3135704
1971; 'Jequitinhonha';3135803
1972; 'Jesuânia;3135902
1973; 'Joaíma;3136009
1974; 'Joanésia;3136108
1975; 'João Monlevade;3136207
1976; 'João Pinheiro;3136306
1977; 'Joaquim Felício;3136405
1978; 'Jordânia;3136504
1979; 'José Gonçalves de Mina;3136520
1980; 'José Raydan;3136553
1981; 'Josenópolis;3136579
1982; 'Juatuba';3136652
1983; 'Juiz de Fora';3136702
1984; 'Juramento';3136801
1985; 'Juruaia';3136900
1986; 'Juvenília;3136959
1987; 'Ladainha';3137007
1988; 'Lagamar';3137106
1989; 'Lagoa da Prata';3137205
1990; 'Lagoa dos Patos';3137304
1991; 'Lagoa Dourada';3137403
1992; 'Lagoa Formosa';3137502
1993; 'Lagoa Grande';3137536
1994; 'Lagoa Santa';3137601
1995; 'Lajinha';3137700
1996; 'Lambari';3137809
1997; 'Lamim';3137908
1998; 'Laranjal';3138005
1999; 'Lassance';3138104
2000; 'Lavras';3138203
2001; 'Leandro Ferreira';3138302
2002; 'Leme do Prado';3138351
2003; 'Leopoldina';3138401
2004; 'Liberdade';3138500
2005; 'Lima Duarte';3138609
2006; 'Limeira do Oeste';3138625
2007; 'Lontra';3138658
2008; 'Luisburgo';3138674
2009; 'Luislândia;3138682
2010; 'Luminárias;3138708
2011; 'Luz';3138807
2012; 'Machacalis';3138906
2013; 'Machado';3139003
2014; 'Madre de Deus de Minas';3139102
2015; 'Malacacheta';3139201
2016; 'Mamonas';3139250
2017; 'Manga';3139300
2018; 'Manhuaçu;3139409
2019; 'Manhumirim';3139508
2020; 'Mantena';3139607
2021; 'Mar de Espanha';3139805
2022; 'Maravilhas';3139706
2023; 'Maria da Fé;3139904
2024; 'Mariana';3140001
2025; 'Marilac';3140100
2026; 'Mário Campos;3140159
2027; 'Maripá de Minas;3140209
2028; 'Marliéria;3140308
2029; 'Marmelópolis;3140407
2030; 'Martinho Campos';3140506
2031; 'Martins Soares';3140530
2032; 'Mata Verde';3140555
2033; 'Materlândia;3140605
2034; 'Mateus Leme';3140704
2035; 'Mathias Lobato';3171501
2036; 'Matias Barbosa';3140803
2037; 'Matias Cardoso';3140852
2038; 'Matipó;3140902
2039; 'Mato Verde';3141009
2040; 'Matozinhos';3141108
2041; 'Matutina';3141207
2042; 'Medeiros';3141306
2043; 'Medina';3141405
2044; 'Mendes Pimentel';3141504
2045; 'Mercês;3141603
2046; 'Mesquita';3141702
2047; 'Minas Novas';3141801
2048; 'Minduri';3141900
2049; 'Mirabela';3142007
2050; 'Miradouro';3142106
2051; 'Miraí;3142205
2052; 'Miravânia;3142254
2053; 'Moeda';3142304
2054; 'Moema';3142403
2055; 'Monjolos';3142502
2056; 'Monsenhor Paulo';3142601
2057; 'Montalvânia;3142700
2058; 'Monte Alegre de Minas';3142809
2059; 'Monte Azul';3142908
2060; 'Monte Belo';3143005
2061; 'Monte Carmelo';3143104
2062; 'Monte Formoso';3143153
2063; 'Monte Santo de Minas';3143203
2064; 'Monte Sião;3143401
2065; 'Montes Claros';3143302
2066; 'Montezuma';3143450
2067; 'Morada Nova de Minas';3143500
2068; 'Morro da Garça;3143609
2069; 'Morro do Pilar';3143708
2070; 'Munhoz';3143807
2071; 'Muriaé;3143906
2072; 'Mutum';3144003
2073; 'Muzambinho';3144102
2074; 'Nacip Raydan';3144201
2075; 'Nanuque';3144300
2076; 'Naque';3144359
2077; 'Natalândia;3144375
2078; 'Natércia;3144409
2079; 'Nazareno';3144508
2080; 'Nepomuceno';3144607
2081; 'Ninheira';3144656
2082; 'Nova Belém;3144672
2083; 'Nova Era';3144706
2084; 'Nova Lima';3144805
2085; 'Nova Módica;3144904
2086; 'Nova Ponte';3145000
2087; 'Nova Porteirinha';3145059
2088; 'Nova Resende';3145109
2089; 'Nova Serrana';3145208
2090; 'Nova União;3136603
2091; 'Novo Cruzeiro';3145307
2092; 'Novo Oriente de Minas';3145356
2093; 'Novorizonte';3145372
2094; 'Olaria';3145406
2095; 'Olhos-d`Água;3145455
2096; 'Olímpio Noronha;3145505
2097; 'Oliveira';3145604
2098; 'Oliveira Fortes';3145703
2099; 'Onça de Pitangui;3145802
2100; 'Oratórios;3145851
2101; 'Orizânia;3145877
2102; 'Ouro Branco';3145901
2103; 'Ouro Fino';3146008
2104; 'Ouro Preto';3146107
2105; 'Ouro Verde de Minas';3146206
2106; 'Padre Carvalho';3146255
2107; 'Padre Paraíso;3146305
2108; 'Pai Pedro';3146552
2109; 'Paineiras';3146404
2110; 'Pains';3146503
2111; 'Paiva';3146602
2112; 'Palma';3146701
2113; 'Palmópolis;3146750
2114; 'Papagaios';3146909
2115; 'Pará de Minas;3147105
2116; 'Paracatu';3147006
2117; 'Paraguaçu;3147204
2118; 'Paraisópolis;3147303
2119; 'Paraopeba';3147402
2120; 'Passa Quatro';3147600
2121; 'Passa Tempo';3147709
2122; 'Passabém;3147501
2123; 'Passa-Vinte';3147808
2124; 'Passos';3147907
2125; 'Patis';3147956
2126; 'Patos de Minas';3148004
2127; 'Patrocínio;3148103
2128; 'Patrocínio do Muria�;3148202
2129; 'Paula Cândido;3148301
2130; 'Paulistas';3148400
2131; 'Pavão;3148509
2132; 'Peçanha;3148608
2133; 'Pedra Azul';3148707
2134; 'Pedra Bonita';3148756
2135; 'Pedra do Anta';3148806
2136; 'Pedra do Indaiá;3148905
2137; 'Pedra Dourada';3149002
2138; 'Pedralva';3149101
2139; 'Pedras de Maria da Cruz';3149150
2140; 'Pedrinópolis;3149200
2141; 'Pedro Leopoldo';3149309
2142; 'Pedro Teixeira';3149408
2143; 'Pequeri';3149507
2144; 'Pequi';3149606
2145; 'Perdigão;3149705
2146; 'Perdizes';3149804
2147; 'Perdões;3149903
2148; 'Periquito';3149952
2149; 'Pescador';3150000
2150; 'Piau';3150109
2151; 'Piedade de Caratinga';3150158
2152; 'Piedade de Ponte Nova';3150208
2153; 'Piedade do Rio Grande';3150307
2154; 'Piedade dos Gerais';3150406
2155; 'Pimenta';3150505
2156; 'Pingo-d`Água;3150539
2157; 'Pintópolis;3150570
2158; 'Piracema';3150604
2159; 'Pirajuba';3150703
2160; 'Piranga';3150802
2161; 'Piranguçu;3150901
2162; 'Piranguinho';3151008
2163; 'Pirapetinga';3151107
2164; 'Pirapora';3151206
2165; 'Piraúba;3151305
2166; 'Pitangui';3151404
2167; 'Piumhi';3151503
2168; 'Planura';3151602
2169; 'Poço Fundo;3151701
2170; 'Poços de Caldas;3151800
2171; 'Pocrane';3151909
2172; 'Pompéu;3152006
2173; 'Ponte Nova';3152105
2174; 'Ponto Chique';3152131
2175; 'Ponto dos Volantes';3152170
2176; 'Porteirinha';3152204
2177; 'Porto Firme';3152303
2178; 'Poté;3152402
2179; 'Pouso Alegre';3152501
2180; 'Pouso Alto';3152600
2181; 'Prados';3152709
2182; 'Prata';3152808
2183; 'Pratápolis;3152907
2184; 'Pratinha';3153004
2185; 'Presidente Bernardes';3153103
2186; 'Presidente Juscelino';3153202
2187; 'Presidente Kubitschek';3153301
2188; 'Presidente Olegário;3153400
2189; 'Prudente de Morais';3153608
2190; 'Quartel Geral';3153707
2191; 'Queluzito';3153806
2192; 'Raposos';3153905
2193; 'Raul Soares';3154002
2194; 'Recreio';3154101
2195; 'Reduto';3154150
2196; 'Resende Costa';3154200
2197; 'Resplendor';3154309
2198; 'Ressaquinha';3154408
2199; 'Riachinho';3154457
2200; 'Riacho dos Machados';3154507
2201; 'Ribeirão das Neves;3154606
2202; 'Ribeirão Vermelho;3154705
2203; 'Rio Acima';3154804
2204; 'Rio Casca';3154903
2205; 'Rio do Prado';3155108
2206; 'Rio Doce';3155009
2207; 'Rio Espera';3155207
2208; 'Rio Manso';3155306
2209; 'Rio Novo';3155405
2210; 'Rio Paranaíba;3155504
2211; 'Rio Pardo de Minas';3155603
2212; 'Rio Piracicaba';3155702
2213; 'Rio Pomba';3155801
2214; 'Rio Preto';3155900
2215; 'Rio Vermelho';3156007
2216; 'Ritápolis;3156106
2217; 'Rochedo de Minas';3156205
2218; 'Rodeiro';3156304
2219; 'Romaria';3156403
2220; 'Rosário da Limeira;3156452
2221; 'Rubelita';3156502
2222; 'Rubim';3156601
2223; 'Sabará;3156700
2224; 'Sabinópolis;3156809
2225; 'Sacramento';3156908
2226; 'Salinas';3157005
2227; 'Salto da Divisa';3157104
2228; 'Santa Bárbara;3157203
2229; 'Santa Bárbara do Leste;3157252
2230; 'Santa Bárbara do Monte Verde;3157278
2231; 'Santa Bárbara do Tugúri;3157302
2232; 'Santa Cruz de Minas';3157336
2233; 'Santa Cruz de Salinas';3157377
2234; 'Santa Cruz do Escalvado';3157401
2235; 'Santa Efigênia de Minas;3157500
2236; 'Santa Fé de Minas;3157609
2237; 'Santa Helena de Minas';3157658
2238; 'Santa Juliana';3157708
2239; 'Santa Luzia';3157807
2240; 'Santa Margarida';3157906
2241; 'Santa Maria de Itabira';3158003
2242; 'Santa Maria do Salto';3158102
2243; 'Santa Maria do Suaçu�;3158201
2244; 'Santa Rita de Caldas';3159209
2245; 'Santa Rita de Ibitipoca';3159407
2246; 'Santa Rita de Jacutinga';3159308
2247; 'Santa Rita de Minas';3159357
2248; 'Santa Rita do Itueto';3159506
2249; 'Santa Rita do Sapucaí;3159605
2250; 'Santa Rosa da Serra';3159704
2251; 'Santa Vitória;3159803
2252; 'Santana da Vargem';3158300
2253; 'Santana de Cataguases';3158409
2254; 'Santana de Pirapama';3158508
2255; 'Santana do Deserto';3158607
2256; 'Santana do Garambéu;3158706
2257; 'Santana do Jacaré;3158805
2258; 'Santana do Manhuaçu;3158904
2259; 'Santana do Paraíso;3158953
2260; 'Santana do Riacho';3159001
2261; 'Santana dos Montes';3159100
2262; 'Santo Antônio do Amparo;3159902
2263; 'Santo Antônio do Aventureiro;3160009
2264; 'Santo Antônio do Grama;3160108
2265; 'Santo Antônio do Itamb�;3160207
2266; 'Santo Antônio do Jacinto;3160306
2267; 'Santo Antônio do Monte;3160405
2268; 'Santo Antônio do Retiro;3160454
2269; 'Santo Antônio do Rio Abaixo;3160504
2270; 'Santo Hipólito;3160603
2271; 'Santos Dumont';3160702
2272; 'São Bento Abade;3160801
2273; 'São Brás do Suaç;3160900
2274; 'São Domingos das Dores;3160959
2275; 'São Domingos do Prata;3161007
2276; 'São Félix de Mina;3161056
2277; 'São Francisco;3161106
2278; 'São Francisco de Paula;3161205
2279; 'São Francisco de Sales;3161304
2280; 'São Francisco do Glóri;3161403
2281; 'São Geraldo;3161502
2282; 'São Geraldo da Piedade;3161601
2283; 'São Geraldo do Baixio;3161650
2284; 'São Gonçalo do Abaet;3161700
2285; 'São Gonçalo do Par;3161809
2286; 'São Gonçalo do Rio Abaix;3161908
2287; 'São Gonçalo do Rio Pret;3125507
2288; 'São Gonçalo do Sapuca;3162005
2289; 'São Gotardo;3162104
2290; 'São João Batista do Glór;3162203
2291; 'São João da Lago;3162252
2292; 'São João da Mat;3162302
2293; 'São João da Pont;3162401
2294; 'São João das Missõ;3162450
2295; 'São João del Re;3162500
2296; 'São João do Manhua�;3162559
2297; 'São João do Manteninh;3162575
2298; 'São João do Orient;3162609
2299; 'São João do Pacu;3162658
2300; 'São João do Paraí;3162708
2301; 'São João Evangelist;3162807
2302; 'São João Nepomucen;3162906
2303; 'São Joaquim de Bicas;3162922
2304; 'São José da Barr;3162948
2305; 'São José da Lap;3162955
2306; 'São José da Safir;3163003
2307; 'São José da Varginh;3163102
2308; 'São José do Alegr;3163201
2309; 'São José do Divin;3163300
2310; 'São José do Goiaba;3163409
2311; 'São José do Jacur;3163508
2312; 'São José do Mantiment;3163607
2313; 'São Lourenç;3163706
2314; 'São Miguel do Anta;3163805
2315; 'São Pedro da Uniã;3163904
2316; 'São Pedro do Suaçu;3164100
2317; 'São Pedro dos Ferros;3164001
2318; 'São Romã;3164209
2319; 'São Roque de Minas;3164308
2320; 'São Sebastião da Bela Vist;3164407
2321; 'São Sebastião da Vargem Alegr;3164431
2322; 'São Sebastião do Ant;3164472
2323; 'São Sebastião do Maranh�;3164506
2324; 'São Sebastião do Oest;3164605
2325; 'São Sebastião do Paraí;3164704
2326; 'São Sebastião do Rio Pret;3164803
2327; 'São Sebastião do Rio Verd;3164902
2328; 'São Thomé das Letra;3165206
2329; 'São Tiago;3165008
2330; 'São Tomás de Aquin;3165107
2331; 'São Vicente de Minas;3165305
2332; 'Sapucaí-Mirim;3165404
2333; 'Sardoá;3165503
2334; 'Sarzedo';3165537
2335; 'Sem-Peixe';3165560
2336; 'Senador Amaral';3165578
2337; 'Senador Cortes';3165602
2338; 'Senador Firmino';3165701
2339; 'Senador José Bento;3165800
2340; 'Senador Modestino Gonçalves;3165909
2341; 'Senhora de Oliveira';3166006
2342; 'Senhora do Porto';3166105
2343; 'Senhora dos Remédios;3166204
2344; 'Sericita';3166303
2345; 'Seritinga';3166402
2346; 'Serra Azul de Minas';3166501
2347; 'Serra da Saudade';3166600
2348; 'Serra do Salitre';3166808
2349; 'Serra dos Aimorés;3166709
2350; 'Serrania';3166907
2351; 'Serranópolis de Minas;3166956
2352; 'Serranos';3167004
2353; 'Serro';3167103
2354; 'Sete Lagoas';3167202
2355; 'Setubinha';3165552
2356; 'Silveirânia;3167301
2357; 'Silvianópolis;3167400
2358; 'Simão Pereira;3167509
2359; 'Simonésia;3167608
2360; 'Sobrália;3167707
2361; 'Soledade de Minas';3167806
2362; 'Tabuleiro';3167905
2363; 'Taiobeiras';3168002
2364; 'Taparuba';3168051
2365; 'Tapira';3168101
2366; 'Tapiraí;3168200
2367; 'Taquaraçu de Minas;3168309
2368; 'Tarumirim';3168408
2369; 'Teixeiras';3168507
2370; 'Teófilo Otoni;3168606
2371; 'Timóteo;3168705
2372; 'Tiradentes';3168804
2373; 'Tiros';3168903
2374; 'Tocantins';3169000
2375; 'Tocos do Moji';3169059
2376; 'Toledo';3169109
2377; 'Tombos';3169208
2378; 'Três Coraçõ;3169307
2379; 'Três Marias;3169356
2380; 'Três Pontas;3169406
2381; 'Tumiritinga';3169505
2382; 'Tupaciguara';3169604
2383; 'Turmalina';3169703
2384; 'Turvolândia;3169802
2385; 'Ubá;3169901
2386; 'Ubaí;3170008
2387; 'Ubaporanga';3170057
2388; 'Uberaba';3170107
2389; 'Uberlândia;3170206
2390; 'Umburatiba';3170305
2391; 'Unaí;3170404
2392; 'União de Minas;3170438
2393; 'Uruana de Minas';3170479
2394; 'Urucânia;3170503
2395; 'Urucuia';3170529
2396; 'Vargem Alegre';3170578
2397; 'Vargem Bonita';3170602
2398; 'Vargem Grande do Rio Pardo';3170651
2399; 'Varginha';3170701
2400; 'Varjão de Minas;3170750
2401; 'Várzea da Palma;3170800
2402; 'Varzelândia;3170909
2403; 'Vazante';3171006
2404; 'Verdelândia;3171030
2405; 'Veredinha';3171071
2406; 'Veríssimo;3171105
2407; 'Vermelho Novo';3171154
2408; 'Vespasiano';3171204
2409; 'Viçosa;3171303
2410; 'Vieiras';3171402
2411; 'Virgem da Lapa';3171600
2412; 'Virgínia;3171709
2413; 'Virginópolis;3171808
2414; 'Virgolândia;3171907
2415; 'Visconde do Rio Branco';3172004
2416; 'Volta Grande';3172103
2417; 'Wenceslau Braz';3172202
2418; 'Abaetetuba';1500107
2419; 'Abel Figueiredo';1500131
2420; 'Acará;1500206
2421; 'Afuá;1500305
2422; 'Água Azul do Norte;1500347
2423; 'Alenquer';1500404
2424; 'Almeirim';1500503
2425; 'Altamira';1500602
2426; 'Anajás;1500701
2427; 'Ananindeua';1500800
2428; 'Anapu';1500859
2429; 'Augusto Corrêa;1500909
2430; 'Aurora do Pará;1500958
2431; 'Aveiro';1501006
2432; 'Bagre';1501105
2433; 'Baião;1501204
2434; 'Bannach';1501253
2435; 'Barcarena';1501303
2436; 'Belém;1501402
2437; 'Belterra';1501451
2438; 'Benevides';1501501
2439; 'Bom Jesus do Tocantins';1501576
2440; 'Bonito';1501600
2441; 'Bragança;1501709
2442; 'Brasil Novo';1501725
2443; 'Brejo Grande do Araguaia';1501758
2444; 'Breu Branco';1501782
2445; 'Breves';1501808
2446; 'Bujaru';1501907
2447; 'Cachoeira do Arari';1502004
2448; 'Cachoeira do Piriá;1501956
2449; 'Cametá;1502103
2450; 'Canaã dos Carajá;1502152
2451; 'Capanema';1502202
2452; 'Capitão Poç;1502301
2453; 'Castanhal';1502400
2454; 'Chaves';1502509
2455; 'Colares';1502608
2456; 'Conceição do Araguai;1502707
2457; 'Concórdia do Par�;1502756
2458; 'Cumaru do Norte';1502764
2459; 'Curionópolis;1502772
2460; 'Curralinho';1502806
2461; 'Curuá;1502855
2462; 'Curuç�;1502905
2463; 'Dom Eliseu';1502939
2464; 'Eldorado dos Carajás;1502954
2465; 'Faro';1503002
2466; 'Floresta do Araguaia';1503044
2467; 'Garrafão do Norte;1503077
2468; 'Goianésia do Par�;1503093
2469; 'Gurupá;1503101
2470; 'Igarapé-Aç;1503200
2471; 'Igarapé-Miri;1503309
2472; 'Inhangapi';1503408
2473; 'Ipixuna do Pará;1503457
2474; 'Irituia';1503507
2475; 'Itaituba';1503606
2476; 'Itupiranga';1503705
2477; 'Jacareacanga';1503754
2478; 'Jacundá;1503804
2479; 'Juruti';1503903
2480; 'Limoeiro do Ajuru';1504000
2481; 'Mãe do Rio;1504059
2482; 'Magalhães Barata;1504109
2483; 'Marabá;1504208
2484; 'Maracanã;1504307
2485; 'Marapanim';1504406
2486; 'Marituba';1504422
2487; 'Medicilândia;1504455
2488; 'Melgaço;1504505
2489; 'Mocajuba';1504604
2490; 'Moju';1504703
2491; 'Monte Alegre';1504802
2492; 'Muaná;1504901
2493; 'Nova Esperança do Piri�;1504950
2494; 'Nova Ipixuna';1504976
2495; 'Nova Timboteua';1505007
2496; 'Novo Progresso';1505031
2497; 'Novo Repartimento';1505064
2498; 'Óbidos;1505106
2499; 'Oeiras do Pará;1505205
2500; 'Oriximiná;1505304
2501; 'Ourém;1505403
2502; 'Ourilândia do Norte;1505437
2503; 'Pacajá;1505486
2504; 'Palestina do Pará;1505494
2505; 'Paragominas';1505502
2506; 'Parauapebas';1505536
2507; 'Pau d`Arco';1505551
2508; 'Peixe-Boi';1505601
2509; 'Piçarra;1505635
2510; 'Placas';1505650
2511; 'Ponta de Pedras';1505700
2512; 'Portel';1505809
2513; 'Porto de Moz';1505908
2514; 'Prainha';1506005
2515; 'Primavera';1506104
2516; 'Quatipuru';1506112
2517; 'Redençã;1506138
2518; 'Rio Maria';1506161
2519; 'Rondon do Pará;1506187
2520; 'Rurópolis;1506195
2521; 'Salinópolis;1506203
2522; 'Salvaterra';1506302
2523; 'Santa Bárbara do Par�;1506351
2524; 'Santa Cruz do Arari';1506401
2525; 'Santa Isabel do Pará;1506500
2526; 'Santa Luzia do Pará;1506559
2527; 'Santa Maria das Barreiras';1506583
2528; 'Santa Maria do Pará;1506609
2529; 'Santana do Araguaia';1506708
2530; 'Santarém;1506807
2531; 'Santarém Novo;1506906
2532; 'Santo Antônio do Tau�;1507003
2533; 'São Caetano de Odivelas;1507102
2534; 'São Domingos do Araguaia;1507151
2535; 'São Domingos do Capim;1507201
2536; 'São Félix do Xing;1507300
2537; 'São Francisco do Par�;1507409
2538; 'São Geraldo do Araguaia;1507458
2539; 'São João da Pont;1507466
2540; 'São João de Piraba;1507474
2541; 'São João do Araguai;1507508
2542; 'São Miguel do Guam�;1507607
2543; 'São Sebastião da Boa Vist;1507706
2544; 'Sapucaia';1507755
2545; 'Senador José Porfíri;1507805
2546; 'Soure';1507904
2547; 'Tailândia;1507953
2548; 'Terra Alta';1507961
2549; 'Terra Santa';1507979
2550; 'Tomé-Aç;1508001
2551; 'Tracuateua';1508035
2552; 'Trairão;1508050
2553; 'Tucumã;1508084
2554; 'Tucuruí;1508100
2555; 'Ulianópolis;1508126
2556; 'Uruará;1508159
2557; 'Vigia';1508209
2558; 'Viseu';1508308
2559; 'Vitória do Xingu;1508357
2560; 'Xinguara';1508407
2561; 'Água Branca;2500106
2562; 'Aguiar';2500205
2563; 'Alagoa Grande';2500304
2564; 'Alagoa Nova';2500403
2565; 'Alagoinha';2500502
